DATAFLOW,LAST UPDATE,freq,product,consom,unit,tax,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,BG,2018-S1,0.0979,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,BG,2019-S1,0.0997,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,BG,2020-S1,0.0997,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,BG,2021-S1,0.1024,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,BG,2022-S1,0.1093,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2010-S1,0.1858,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2011-S1,0.2050,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2012-S1,0.2781,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2013-S1,0.2760,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2014-S1,0.2291,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2015-S1,0.1957,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2016-S1,0.1527,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2017-S1,0.1863,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2018-S1,0.1893,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2019-S1,0.2203,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2020-S1,0.2133,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2021-S1,0.1976,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CY,2022-S1,0.2607,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2010-S1,0.1496,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2011-S1,0.1659,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2012-S1,0.1664,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2013-S1,0.1681,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2014-S1,0.1388,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2015-S1,0.1385,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2016-S1,0.1420,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2017-S1,0.1438,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2018-S1,0.1573,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2019-S1,0.1748,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2020-S1,0.1841,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2021-S1,0.1802,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,CZ,2022-S1,0.3059,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2010-S1,0.2375,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2011-S1,0.2528,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2012-S1,0.2595,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2013-S1,0.2919,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2014-S1,0.2981,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2015-S1,0.2951,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2016-S1,0.2969,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2017-S1,0.3048,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2018-S1,0.2987,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2019-S1,0.3088,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2020-S1,0.3043,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2021-S1,0.3193,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DE,2022-S1,0.3279,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2010-S1,0.2670,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2011-S1,0.2908,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2012-S1,0.2997,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2013-S1,0.3000,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2014-S1,0.3042,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2015-S1,0.3068,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2016-S1,0.3088,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2017-S1,0.3049,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2018-S1,0.3126,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2019-S1,0.2984,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2020-S1,0.2833,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2021-S1,0.2900,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,DK,2022-S1,0.4559,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2010-S1,0.1761,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2011-S1,0.1893,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2012-S1,0.1972,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2013-S1,0.2112,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2014-S1,0.2161,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2015-S1,0.2199,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2016-S1,0.2162,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2017-S1,0.2208,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2018-S1,0.2220,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2019-S1,0.2295,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2020-S1,0.2263,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2021-S1,0.2322,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EA,2022-S1,0.2608,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2010-S1,0.0970,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2011-S1,0.0973,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2012-S1,0.1096,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2013-S1,0.1351,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2014-S1,0.1307,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2015-S1,0.1302,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2016-S1,0.1208,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2017-S1,0.1207,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2018-S1,0.1348,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2019-S1,0.1357,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2020-S1,0.1236,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2021-S1,0.1324,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EE,2022-S1,0.2056,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2010-S1,0.1181,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2011-S1,0.1250,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2012-S1,0.1391,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2013-S1,0.1563,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2014-S1,0.1767,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2015-S1,0.1767,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2016-S1,0.1716,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2017-S1,0.1711,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2018-S1,0.1672,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2019-S1,0.1595,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2020-S1,0.1674,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2021-S1,0.1680,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EL,2022-S1,0.2305,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2010-S1,0.1728,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2011-S1,0.1981,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2012-S1,0.2190,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2013-S1,0.2228,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2014-S1,0.2165,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2015-S1,0.2309,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2016-S1,0.2185,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2017-S1,0.2296,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2018-S1,0.2383,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2019-S1,0.2403,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2020-S1,0.2239,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2021-S1,0.2323,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,ES,2022-S1,0.3071,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2010-S1,0.1725,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2011-S1,0.1858,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2012-S1,0.1916,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2013-S1,0.2042,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2014-S1,0.2058,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2015-S1,0.2083,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2016-S1,0.2051,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2017-S1,0.2086,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2018-S1,0.2099,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2019-S1,0.2170,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2020-S1,0.2134,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2021-S1,0.2203,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,EU27_2020,2022-S1,0.2525,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2010-S1,0.1325,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2011-S1,0.1540,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2012-S1,0.1549,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2013-S1,0.1578,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2014-S1,0.1563,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2015-S1,0.1552,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2016-S1,0.1541,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2017-S1,0.1581,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2018-S1,0.1612,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2019-S1,0.1734,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2020-S1,0.1740,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2021-S1,0.1767,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FI,2022-S1,0.1945,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2010-S1,0.1283,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2011-S1,0.1383,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2012-S1,0.1392,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2013-S1,0.1524,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2014-S1,0.1585,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2015-S1,0.1676,
ESTAT:NRG_PC_204(1.0),20/12/22 23:00:00,S,6000,4161903,KWH,I_TAX,EUR,FR,2016-S1,0.1685,
